sentiment	text
positif	l’hôtel est au calme, idéal pour se reposer
positif	accueil du personnel.
positif	l'hôtel se trouve dans un quartier merveilleux, avec des boutiques intéressantes et de bons restaurants à proximité.
positif	hôtel confortable , extrêmement propre , bien situé dans la ville , environnement serein , grandes chambres , équipe accueillante et bienveillante  petit déjeuner buffet genereux et de bonne qualité
positif	l'emplacement est super pour les sorties sur le port
positif	emplacement parfait avec possibilité de parking.
positif	autre point très appréciable : très proche de la garde et de l'aquarium.
positif	le calme et la vue
positif	situation exceptionnelle face au vieux port, à égale distance de la gare et du cœur de ville.
positif	très bonne literie.
positif	localisation plein centre sur le port
positif	personnel très accueillant enregistrement et départ efficace petit déjeuner (buffet à volonté) complet et très bon chambre et salle de bain confortable climatisation (un peu bruyante si mise la nuit) mais très apprécié pendant les grosses chaleurs !
positif	l’emplacement la gentillesse du personnel
positif	jolie vue sur les toits de la rochelle.
positif	personnel tres accueillant, bon petit déjeuner, idéalement situé très proche du vieux port mais néanmoins au calme.
positif	hotel bien situé au centre de la ville personnel accueillant , efficace et souriant j'avais reservé pour une nuit (erreur de ma part ?)
positif	l emplacement , la vue
positif	hôtel à recommander
positif	l'emplacement au cœur de la ville  confort petit déjeuner généreux
positif	excellent emplacement, personnel tres accueillant et petit dej de tres bonne qualité
positif	bonne qualité des produits mais pas de buffet à cause du covid.
positif	l’emplacement était super , la chambre nickel, la terrasse géniale, les lits confortables.
positif	emplacement parfait  vue très belle personnel très sympa literie agréa
positif	face aux 2 tours je recommande
positif	pratique.
positif	l’emplacement est génial, proche du vieux port, des restaurants et de la ville.
positif	"petit déjeuner archi-complet, savoureux, avec des produits locaux avec un excellent rapport qualité/prix  possibilité de se restaurer avec de délicieux ""bocaux"" préparés par un traiteur: vraiment délicieux et recherchés."
positif	et toutes les visites peuvent se faire à pied ensuite.
positif	l'emplacement : vue sur le port de la rochelle et en plein centre-ville.
positif	ces un établissement où nous avons l'habitude d'aller.
positif	l’emplacement est idéal et le petit déjeuner est excellent
positif	l’accueil, l’emplacement, le parking !
positif	ras.
positif	la décoration est de très bon goût, l’hôtel est en plein cœur du vieux port de la rochelle.
positif	très bel emplacement  chambre petite mais l’espace est parfaitement exploité
positif	agréable pour faire une balade.
positif	le personnel est très serviable et souriant.
positif	hôtel conforme aux attentes bon rapport qualité prix très bon emplacement
positif	petits déjeuners copieux
positif	un parking à disposition (sup) en cas de besoin, bien pratique pour notre grosse moto!
positif	possibilité de se restaurer le soir en chambre.
positif	très agréable, moderne, propre, calme.
positif	chambre et literie
positif	très bon emplacement
positif	assez bien
positif	personnel super agréable et serviable!
positif	le personnel très agréable, le nouvel espace petit déjeuner, l'emplacement idéal... que du positif !
positif	double vitrage appréciable pour filtrer le bruit.
positif	l'emplacement de l'hôtel, la gentillesse du personnel, le confort de la chambre, bon petit dejeuner
positif	petit dejeuner agréable
positif	l’hygiène
positif	la vue de la chambre, l emplacement, le personnel
positif	très bon accueil, la chambre était propre et confortable.
positif	la vue , la chambre, et le balcon, la localisation!
positif	l'emplacement idéal, le personnel adorable
positif	le raffinement de la décoration.
positif	l emplacement de l hôtel , à peine à 10 minutes à pieds depuis la gare.
positif	établissement de qualité situé en plein centre.
positif	le petit déjeuner est complet avec beaucoup de produits fait maison, un régale !
positif	très bon emplacement !
positif	le petit déjeuner
positif	nous sommes arrivés plus tôt que 15h , la chambre était déjà prête et nous avons pu nous y installer .
positif	chambre et linge impeccables.
positif	chambre confortable petit déjeuner impecc parking idéal pour la.
positif	le petit déjeuner également.
positif	c'est tellement rare d'avoir du bon thé au petit-déjeuner dans les hôtels qu'il faut le souligner.
positif	la chambre était particulièrement confortable et agréable.
positif	chaleureux très bien placé et en même temps au calme
positif	l’emplacement est central.
positif	le personnel est très agréable, chambre propre avec tout ce dont nous avions besoin
positif	établissement à conseiller sans hésiter !
positif	l’accueil, l’emplacement et la literie
positif	l’emplacement était top
positif	petit déjeuner délicieux !
positif	l'emplacement est idéal mais pas de parking avec hotel
positif	tout était parfait, je conseille cet hôtel qui est super .propreté super bien acceuil aussi .
positif	sa situation centrale , le parking fermé
positif	très bien situé, chambre avec balcon face au vieux port, établissement propre, literie très confortable, personnel sympathique, quartier très agréable
positif	bon emplacement sur le port
positif	la vue superbe sur le vieux port
positif	l’emplacement, l’accueil, la déco, le petit dej
positif	l'emplacement très agréable, le personnel également
positif	personnel très disponible
positif	le personnel disponible et agréable.
positif	hôtel rénové avec goût.
positif	sa situation sur le port
positif	l’accueil
positif	la chambre et l'emplacement super, lit très confortable.
positif	chambre spacieuse.
positif	la situation de l'hôtel - le personnel
positif	magnifique vue chambre grande avec balcon
positif	emplacement le top
positif	l’emplacement de l’hôtel mais aussi son prix très attractif
positif	la situation de l'hôtel... devant le port et sa bonne insonorisation !
positif	l’emplacement et la vue de la chambre !
positif	l'emplacement et la literie
positif	emplacement au top + super accueil.
positif	l’hôtel est vraiment très bien placé, à proximité du vieux port et à un prix abordable.
positif	emplacement; petit déjeuner,
positif	très bon emplacement : au calme et proximité immédiate des quais et du centre.
positif	en centre ville
positif	très belle bâtisse joliment rénovée , proche du port, très bonne literie
positif	le personnel est accueillant et efficace.
positif	emplacement et accueil parfait
positif	très bon emplacement, hôtel proche d'une petite place où restaurants et bars très agréables dans un quartier calme.
positif	la situation et la vue sur le port
positif	personnel très accueillant, hôtel très bien situé
positif	situation géographique parfaite, confort et propreté parfaite.
positif	tout très bon accueil , propre , super petit déjeuner et personnel charmant
positif	hôtel très bien situé, proximité port et ville.
positif	proche de tout.
positif	petit déjeuner exceptionnel tant par la quantité que par la qualité.
positif	super petit déjeuner et personnel très gentil
positif	très bon emplacement, très bon accueil !
positif	emplacement calme et en centre ville.
positif	tres déçue .
positif	situation idéale et hôtel de charme avec les prestations de qualité, équipements et déjeuner, produits de cosmétiques...
positif	très bel hôtel, super emplacement.
positif	vivement conseillé.
